Aal	'ʔaː.aːl
abgetupft	'ʔaːp.gə.tʊpft
abgetupfte	'ʔaːp.gə.tʊpf.tə
abgeurteilt	'ʔaːp.gɔɪɐ.taɪlt
abgewandelt	'ʔaːp.gə.van.dɛlt
abgewandert	'ʔaːp.gə.van.dɛɐt
abgewandt	'ʔaːp.gə.vant
abgewartet	'ʔaːp.gə.vaɐ.teːt
abgewechselt	'ʔaːp.gə.veːç.zɛlt
abgewehrt	'ʔaːp.gə.veːɐt
abgewertet	'ʔaːp.gə.vɐ.teːt
abgewichen	'ʔaːp.gə.vɪ.çən
abgewickelt	'ʔaːp.gə.vɪ.kɛlt
abgewiesen	'ʔaːp.gə.viː.zən
abgewinnen	'ʔaːp.gə.vɪ.nən
abgewirtschaftet	'ʔaːp.gə.vɪɐt.ʃaːf.teːt
abgewischt	'ʔaːp.gə.vɪʃt
abgewogen	'ʔaːp.gə.voː.gən
abgewonnen	'ʔaːp.gə.vɔ.nən
abgeworfen	'ʔaːp.gə.voːɐ.fən
abgewählte	'ʔaːp.gə.vəl.tə
abgewälzt	'ʔaːp.gə.vɛlʦt
abgewöhnen	'ʔaːp.gə.vøː.nən
abgewöhnend	'ʔaːp.gə.vøː.nɛnt
abgewöhnt	'ʔaːp.gə.vøːnt
abgewürgt	'ʔaːp.gə.vʏɐkt
abgezapft	'ʔaːp.gə.ʦapft
abgezehrt	'ʔaːp.gə.ʦeːɐt
abgezielt	'ʔaːp.gə.ʦiːlt
abgezogen	'ʔaːp.gə.ʦoː.gən
abgezweigt	'ʔaːp.gə.ʦvaɪkt
abgezählt	'ʔaːp.gə.ʦɛlt
abgezäunt	'ʔaːp.gə.ʦə.ʊnt
abgießen	'ʔaːp.giː.sən
abgießend	'ʔaːp.giː.sɛnt
abgleichen	'ʔaːp.glaɪ.çən
abgleiten	'ʔaːp.glaɪ.tən
abgleitend	'ʔaːp.glaɪ.tɛnt
Abgott	'ʔaːp.gɔt
abgraben	'ʔaːp.gʀaː.bən
abgrabend	'ʔaːp.gʀaː.bɛnt
abgrasen	'ʔaːp.gʀaː.zən
abgrasend	'ʔaːp.gʀaː.zɛnt
abgreagieren	ʔaːp.gʀə.a.'giː.ʀən
abgreifen	'ʔaːp.gʀaɪ.fən
abgreifend	'ʔaːp.gʀaɪ.fɛnt
abgrenzen	'ʔaːp.gʀɛn.ʦən
abgrenzend	'ʔaːp.gʀən.ʦɛnt
Abgrenzer	'ʔaːp.gʀən.ʦɐ
Abgrenzung	'ʔaːp.gʀən.ʦʊŋ
Abgrenzungen	'ʔaːp.gʀɛn.ʦʊŋ.gən
Abgrund	'ʔaːp.gʀʊnt
abgrundtief	'ʔaːp.gʀʊnt.tiːf
abgrundtiefe	'ʔaːp.gʀʊnt.tiː.fə
Abgründe	'ʔaːp.gʀʏn.də
Abguss	'ʔaːp.gʊs
Abgötter	'ʔaːp.gœ.tɐ
Abgötterei	'ʔaːp.gœ.tə.ʀaɪ
abgöttisch	'ʔaːp.gœ.tiːʃ
abgöttische	'ʔaːp.gœ.tiː.ʃə
Abgüsse	'ʔaːp.gʏ.sə
abhacken	'ʔaːp.ha.kən
abhackend	'ʔaːp.ha.kɛnt
abhaken	'ʔaːp.haː.kən
abhalten	'ʔaːp.hal.tən
abhalten Lehrstunde	'ʔaːp.hal.tɛn .leːɐ.ʃtʊn.də
abhalten Treffen	'ʔaːp.hal.tɛn .tʀeːf.fən
abhalten von	'ʔaːp.hal.tɛn .foːn
abhaltend	'ʔaːp.hal.tɛnt
Abhaltung	'ʔaːp.hal.tʊŋ
abhanden kommen	'ʔaːp.han.dɛn .kɔ.mən
Abhandlung	'ʔaːp.han.dlʊŋ
Abhandlungen	'ʔaːp.han.dlʊŋ.gən
Abhang	'ʔaːp.haŋ
abhauen	'ʔaːp.haʊ.ən
abhauend	'ʔaːp.haʊ.ɛnt
abhebend	'ʔaːp.hə.bɛnt
Abhebung	'ʔaːp.hə.bʊŋ
abheilen	'ʔaːp.haɪ.lən
abheilend	'ʔaːp.haɪ.lɛnt
abhelfen	'ʔaːp.həl.fən
abhelfend	'ʔaːp.həl.fɛnt
abhelfende	'ʔaːp.həl.fən.də
abhetzen	'ʔaːp.heːt.ʦən
Abhilfe	'ʔaːp.hiːl.fə
Abhilfen	'ʔaːp.hiːl.fən
abholen	'ʔaːp.hoː.lən
abholend	'ʔaːp.hoː.lɛnt
Abholung in der Wohnung	'ʔaːp.hoː.lʊnk  .ɪn .dɛɐ .voː.nʊŋ
Abhänge	'ʔaːp.hən.gə
abhängen von	'ʔaːp.hən.gɛn .foːn
abhängend	'ʔaːp.hən.gɛnt
abhängendes	'ʔaːp.hɛŋ.gən.deːs
abhängig	'ʔaːp.hən.gɪç
abhängig sein	'ʔaːp.hən.gɪk .zaɪn
abhängig sein von	'ʔaːp.hən.gɪk .zaɪn .foːn
abhängig von	'ʔaːp.hən.gɪk .foːn
abhängige	'ʔaːp.hən.giː.gə
abhängige	'ʔaːp.hən.giː.gə
abhängige von	'ʔaːp.hən.giː.geː .foːn
Abhängigkeit	'ʔaːp.hən.gɪç.kaɪt
Abhängigkeit Linguistik	'ʔaːp.hən.gɪç.kaɪt  .lɪŋ.guː.ɪ.ʃtiːk
Abhängigkeit von	'ʔaːp.hən.gɪç.kaɪt  .foːn
Abhängigkeiten	'ʔaːp.hɛŋ.gɪç.kaɪ.tən
abhärten	'ʔaːp.hɐ.tən
Abhärtung	'ʔaːp.hɐ.tʊŋ
abhören	'ʔaːp.høː.ʀən
abhören	'ʔaːp.høː.ʀən
abhörend	'ʔaːp.høː.ʀɛnt
Abhörgerät	'ʔaːp.hœɐ.gə.ʀeːt
abirren	'ʔa.bɪ.ʀən
abirrend	'ʔa.bɪ.ʀɛnt
Abirrung	'ʔa.bɪ.ʀʊŋ
Abisolieren	ʔaː.biː.zɔ.'liː.ʀən
Abisolierzange	'ʔaː.biː.zoː.liːɐ.ʦaŋ.gə
Abitur	'ʔaː.biː.tuːɐ
Abiturprüfung	'ʔaː.biː.tʊɐ.pʀʏ.fʊŋ
Abiturzeugnis	'ʔaː.biː.tʊɐ.ʦɔɪ.gniːs
abjagen	'ʔaːp.jaː.gən
abjagend	'ʔaːp.jaː.gɛnt
abkaufen	'ʔaːp.kaʊ.fən
abkaufend	'ʔaːp.kaʊ.fɛnt
Abkehr	'ʔaːp.keːɐ
abkehren	'ʔaːp.keː.ʀən
abklemmen	'ʔaːp.klɛ.mən
abklemmend	'ʔaːp.klɛ.mɛnt
abklingen	'ʔaːp.klɪŋ.gən
abklingen Fieber	'ʔaːp.klɪŋ.gɛn .fiː.bɐ
abklingen Lärm	'ʔaːp.klɪŋ.gɛn .lɛɐm
abklingen Schmerz	'ʔaːp.klɪŋ.gɛn .ʃmɛɐʦ
abklingen Sturm	'ʔaːp.klɪŋ.gɛn .ʃtʊɐm
abklingen Wirkung	'ʔaːp.klɪŋ.gɛn .vɪɐ.kʊŋ
abklingend	'ʔaːp.klɪŋ.gɛnt
abklopfen Arzt	'ʔaːp.klɔ.pfɛn .aɐʦt
abklopfen Dirigent	'ʔaːp.klɔ.pfɛn .diː.ʀiː.gɛnt
abklopfen Putz	'ʔaːp.klɔ.pfɛn .puːʦ
abklopfen Staub	'ʔaːp.klɔ.pfɛn .ʃtaʊp
abklären	'ʔaːp.klə.ʀən
abklärend	'ʔaːp.klə.ʀɛnt
Abklärung	'ʔaːp.klə.ʀʊŋ
abknabbern	'ʔaːp.kna.bɐn
abknabbernd	'ʔaːp.kna.bɛɐnt
abknallen	'ʔaːp.kna.lən
abknallend	'ʔaːp.kna.lɛnt
abknicken	'ʔaːp.knɪ.kən
abknickend	'ʔaːp.knɪ.kɛnt
abkommandierend	ʔaːp.kɔ.man.'diː.ʀɛnt
Abkomme	'ʔaːp.kɔ.mə
abkommen	'ʔaːp.kɔ.mən
abkommen	'ʔaːp.kɔ.mən
abkoppelnd	'ʔaːp.kɔ.pɛlnt
abkrabbeln	'ʔaːp.kʀa.bɛln
abkrabbelnd	'ʔaːp.kʀa.bɛlnt
abkratzen	'ʔaːp.kʀaːt.ʦən
abkratzend	'ʔaːp.kʀaːt.ʦɛnt
abkriegend	'ʔaːp.kʀiː.gɛnt
Abkömmling	'ʔaːp.kœ.mlɪŋ
abkühlen	'ʔaːp.kyː.lən
abkühlend	'ʔaːp.kyː.lɛnt
Abkühlung	'ʔaːp.kyː.lʊŋ
abkürzen	'ʔaːp.kʏɐ.ʦən
abkürzend	'ʔaːp.kʏɐ.ʦɛnt
Abkürzer	'ʔaːp.kʏɐ.ʦɐ
Abkürzung	'ʔaːp.kʏɐ.ʦʊŋ
Abkürzungen	'ʔaːp.kʏɐ.ʦʊŋ.gən
Abkürzungi	'ʔaːp.kʏɐ.ʦʊŋ.giː
Abkürzungszeichen	'ʔaːp.kʏɐ.ʦʊnks.ʦaɪ.çən
abküssen	'ʔaːp.kʏ.sən
abküssend	'ʔaːp.kʏ.sɛnt
abladen	'ʔa.blaː.dən
Abladeplatz	'ʔa.blaː.də.plaːʦ
Abladeplätze	'ʔa.blaː.də.pleːt.ʦə
Ablader	'ʔa.blaː.dɐ
Ablage	'ʔa.blaː.gə
Ablagefach	'ʔa.blaː.gə.faːx
Ablagekasten	'ʔa.blaː.gə.ka.ʃtən
Ablagemagazin	'ʔa.blaː.gə.maː.gaː.ʦiːn
Ablagen	'ʔa.blaː.gən
ablagern	'ʔa.blaː.gɐn
ablagernd	'ʔa.blaː.gɛɐnt
Ablagerung	'ʔa.blaː.gə.ʀʊŋ
Ablagerungen	'ʔa.blaː.gə.ʀʊŋ.gən
Ablagesystem	'ʔa.blaː.gə.zʏ.ʃtəm
Ablagetische	'ʔa.blaː.gə.tiː.ʃə
Ablass	'ʔa.blas
ablassen	'ʔa.bla.sən
ablassend	'ʔa.bla.sɛnt
Ablauf	'ʔa.blaʊf
Ablauf zeitlich	'ʔa.blaʊf .ʦaɪ.tlɪç
Ablaufanweisung	'ʔa.blaʊ.faːn.vaɪ.zʊŋ
Ablaufdiagramm	'ʔa.blaʊf.diː.a.gʀam
ablaufen	'ʔa.blaʊ.fən
ablaufen Zeit	'ʔa.blaʊ.fɛn .ʦaɪt
ablaufend	'ʔa.blaʊ.fɛnt
ablauffähig	'ʔa.blaʊf.fə.hɪç
Ablaufglied	'ʔa.blaʊf.gliːt
ablaufinvariant	'ʔa.blaʊ.fiːn.faː.ʀiː.ant
Ablaufkette	'ʔa.blaʊf.kɛ.tə
Ablaufrechner	'ʔa.blaʊ.fʀə.çnɐ
Ablaufrohr	'ʔa.blaʊ.fʀoːɐ
Ablaufschaltwerk	'ʔa.blaʊf.ʃalt.vɛɐk
Ablaufschritt	'ʔa.blaʊf.ʃʀɪt
Ablaufsteuerung	'ʔa.blaʊf.ʃtɔɪ.ə.ʀʊŋ
Ablaufverfolger	'ʔa.blaʊf.fɐ.fɔl.gɐ
Ablaufverfolgung	'ʔa.blaʊf.fɐ.fɔl.gʊŋ
Ablaufzeit	'ʔa.blaʊf.ʦaɪt
Ablaut	'ʔa.blaʊt
Ablaute	'ʔa.blaʊ.tə
Ablaßhahn	'ʔa.blaːs.haːn
Ablaßkanal	'ʔa.blaːs.kaː.naːl
ablecken	'ʔa.blɛ.kən
ableckend	'ʔa.blɛ.kɛnt
ablegen	'ʔa.blə.gən
ablegend	'ʔa.blə.gɛnt
Ableger	'ʔa.blə.gɐ
ablehnen	'ʔa.bleː.nən
ablehnend	'ʔa.bleː.nɛnt
ablehnende	'ʔa.bleː.nən.də
Ablehnung	'ʔa.bleː.nʊŋ
Ablehnungen	'ʔa.bleː.nʊŋ.gən
Ablehnungshinweis	'ʔa.bleː.nʊnks.hiːn.vaɪs
ableisten	'ʔa.blaɪ.ʃtən
ableistend	'ʔa.blaɪ.ʃtɛnt
ableitbar	'ʔa.blaɪt.baːɐ
ableiten	'ʔa.blaɪ.tən
ableiten Spannung	'ʔa.blaɪ.tɛn .ʃpa.nʊŋ
ableiten von	'ʔa.blaɪ.tɛn .foːn
ableitend	'ʔa.blaɪ.tɛnt
ableitende	'ʔa.blaɪ.tən.də
Ableiter	'ʔa.blaɪ.tɐ
Ableitkondensator	'ʔa.blaɪt.kɔn.dən.zaː.toːɐ
Ableitung	'ʔa.blaɪ.tʊŋ
Ableitung	'ʔa.blaɪ.tʊnk
Ableitungen	'ʔa.blaɪ.tʊŋ.gən
Ableitungskanal	'ʔa.blaɪ.tʊnks.kaː.naːl
ablenkbar	'ʔa.blɛŋ.baːɐ
ablenken	'ʔa.blɛŋ.kən
ablenken Licht	'ʔa.blən.kɛn .lɪçt
ablenkend	'ʔa.blən.kɛnt
Ablenkspule	'ʔa.blɛŋ.ʃpuː.lə
Ablenkung	'ʔa.blən.kʊŋ
Ablenkungen	'ʔa.blɛŋ.kʊŋ.gən
ablesen	'ʔa.blə.zən
ablesend	'ʔa.blə.zɛnt
Ablesung	'ʔa.blə.zʊŋ
ableugnen	'ʔa.blɔɪ.gnən
ableugnend	'ʔa.blɔɪ.gnɛnt
Ablichtungen	'ʔa.blɪç.tʊŋ.gən
abliefern	'ʔa.bliː.fɐn
Ablieferungen	'ʔa.bliː.fə.ʀʊŋ.gən
abliegen	'ʔa.bliː.gən
abliegend	'ʔa.bliː.gɛnt
Abluft	'ʔa.blʊft
Abläufe	'ʔa.blə.uː.fə
ablösbar	'ʔa.blœ.sbaːɐ
ablöschend	'ʔa.bløː.ʃɛnt
ablösen	'ʔa.bløː.zən
ablösend	'ʔa.bløː.zɛnt
Ablösesumme	'ʔa.bløː.zə.zʊ.mə
Ablösung	'ʔa.blœ.zʊŋ
ablöten	'ʔa.bløː.tən
abmachen	'ʔaːp.maː.xən
Abmachung	'ʔaːp.ma.xʊŋ
abmagern	'ʔaːp.maː.gɐn
abmagernd	'ʔaːp.maː.gɛɐnt
Abmagerung	'ʔaːp.maː.gə.ʀʊŋ
Abmahnung	'ʔaːp.maː.nʊŋ
Abmarsch	'ʔaːp.maɐʃ
abmarschieren	ʔaːp.maːɐ.'ʃiː.ʀən
abmarschierend	ʔaːp.maːɐ.'ʃiː.ʀɛnt
abmarschiert	'ʔaːp.maːɐ.ʃiːɐt
abmarschierte	'ʔaːp.maːɐ.ʃiːɐ.tə
abmelden	'ʔaːp.məl.dən
abmeldend	'ʔaːp.məl.dɛnt
Abmeldung	'ʔaːp.məl.dʊŋ
abmessen	'ʔaːp.mɛ.sən
Abmessung	'ʔaːp.mɛ.sʊŋ
abmildernd	'ʔaːp.mɪl.dɛɐnt
abmontieren	ʔaːp.mɔn.'tiː.ʀən
abmusternd	'ʔaːp.mʊ.ʃtɛɐnt
abmähen	'ʔaːp.mə.hən
abmähend	'ʔaːp.mə.hɛnt
abmühen	'ʔaːp.myː.hən
abmühend	'ʔaːp.myː.hɛnt
abnagen	'ʔa.bnaː.gən
abnagend	'ʔa.bnaː.gɛnt
abnagende	'ʔa.bnaː.gən.də
Abnahme	'ʔa.bnaː.mə
Abnahmebedingungen	'ʔa.bnaː.mə.bə.dɪŋ.gʊŋ.gən
Abnahmebereich	'ʔa.bnaː.mə.bə.ʀaɪç
Abnahmebescheinigung	'ʔa.bnaː.mə.bə.ʃaɪ.niː.gʊŋ
Abnahmekonfiguration	ʔa.bnaː.mə.koːn.fiː.guː.ʀa.'ʦjoːn
Abnahmekontrolle	'ʔa.bnaː.mə.kɔn.tʀɔ.lə
Abnahmelinie	'ʔa.bnaː.mə.liː.niː
Abnahmemenge von Stück	'ʔa.bnaː.mə.mən.gɛ  .fɔn  .ʃtʏk
Abnahmeprotokoll	'ʔa.bnaː.mə.pʀoː.toː.kɔl
Abnahmeprüfung	'ʔa.bnaː.mə.pʀʏ.fʊŋ
Abnahmequittung	'ʔa.bnaː.mə.kvɪ.tʊŋ
Abnahmetest	'ʔa.bnaː.mə.tɛst
Abnahmevorschrift	'ʔa.bnaː.mə.foːɐ.ʃʀɪft
Abnahmevorschriften	'ʔa.bnaː.mə.foːɐ.ʃʀiːf.tən
Abnahmezahl	'ʔa.bnaː.mə.ʦaːl
abnehmbar	'ʔa.bneːm.baːɐ
abnehmen	'ʔa.bneː.mən
abnehmend	'ʔa.bneː.mɛnt
Abnehmer	'ʔa.bneː.mɐ
Abneigung	'ʔa.bnaɪ.gʊŋ
Abneigungen	'ʔa.bnaɪ.gʊŋ.gən
abnorm	'ʔa.bnɔɐm
abnormal	'ʔa.bnoːɐ.maːl
abnormer Geschlechtstrieb des Mannes	'ʔa.bnoːɐ.mɛɐ .gə.ʃlɛçt.ʃtʀiːp .dɛs .ma.neːs
Abnormität	'ʔa.bnoːɐ.miː.teːt
Abnormitäten	'ʔa.bnoːɐ.miː.tə.tən
abnutzen	'ʔa.bnuːt.ʦən
abnutzen durch Reibung	'ʔa.bnuːt.ʦɛn .dʊɐç .ʀaɪ.bʊŋ
abnutzend	'ʔa.bnuːt.ʦɛnt
Abnutzung	'ʔa.bnuːt.ʦʊŋ
abnötigen	'ʔa.bnøː.tiː.gən
abnötigende	'ʔa.bnøː.tiː.gən.də
abnützend	'ʔa.bnyːt.ʦɛnt
Abnützung	'ʔa.bnyːt.ʦʊŋ
Abonnement	'ʔa.bɔ.nə.mɛnt
Abonnements	'ʔa.bɔ.nə.mɛnʦ
Abonnementvorstellung	'ʔa.bɔ.nə.mɛnt.foːɐ.ʃtɛ.lʊŋ
Abonnementvorstellungen	'ʔa.bɔ.nə.mɛnt.foːɐ.ʃtɛ.lʊŋ.gən
Abonnent	'ʔa.bɔ.nɛnt
Abonnenten	'ʔa.bɔ.nɛn.tən
abonnieren	ʔa.bɔ.'niː.ʀən
abonnierend	ʔa.bɔ.'niː.ʀɛnt
abonniert	'ʔa.bɔ.niːɐt
abordnend	'ʔa.bɔɐ.dnɛnt
Abordnung	'ʔa.bɔɐ.dnʊŋ
Abordnungen	'ʔa.bɔɐ.dnʊŋ.gən
Aborte	'ʔa.bɔɐ.tə
abpassend	'ʔaːp.pa.sɛnt
abpflücken	'ʔaːp.pflʏ.kən
abpflückend	'ʔaːp.pflʏ.kɛnt
abplagend	'ʔaːp.plaː.gɛnt
Abprall	'ʔaːp.pʀal
abprallen	'ʔaːp.pʀa.lən
abprallend	'ʔaːp.pʀa.lɛnt
abprotzen	'ʔaːp.pʀoːt.ʦən
abprotzend	'ʔaːp.pʀoːt.ʦɛnt
abputzen	'ʔaːp.puːt.ʦən
abputzend	'ʔaːp.puːt.ʦɛnt
abquetschend	'ʔaːp.kveːt.ʃɛnt
abquälend	'ʔaːp.kvə.lɛnt
abrackern	'ʔa.bʀa.kɐn
abrackernd	'ʔa.bʀa.kɛɐnt
Abraten	'ʔa.bʀaː.tən
abraten von	'ʔa.bʀaː.tɛn .foːn
abratend	'ʔa.bʀaː.tɛnt
abratende	'ʔa.bʀaː.tən.də
abreagierend	ʔa.bʀə.a.'giː.ʀɛnt
abreagiert	'ʔa.bʀə.aː.giːɐt
abrechnen	'ʔa.bʀə.çnən
abrechnen Spesen	'ʔa.bʀə.çnɛn .ʃpə.zən
abrechnend	'ʔa.bʀə.çnɛnt
Abrechnung	'ʔa.bʀə.çnʊŋ
Abrechnungscomputer	'ʔa.bʀə.çnʊnks.c.ɔm.puː.tɐ
Abrechnungsdatei	'ʔa.bʀə.çnʊnks.da.taɪ
Abrechnungsmaschine	'ʔa.bʀə.çnʊnks.maː.ʃiː.nə
Abrechnungsperiode	'ʔa.bʀə.çnʊnks.pə.ʀiː.oː.də
Abrechnungsprotokolldatei	'ʔa.bʀə.çnʊnks.pʀoː.toː.kɔl.da.taɪ
Abrechnungsroutine	'ʔa.bʀə.çnʊnks.ʀoːuː.tiː.nə
Abrechnungszeitraum	'ʔa.bʀə.çnʊnks.ʦaɪ.tʀaʊm
Abrede	'ʔa.bʀə.də
abreiben	'ʔa.bʀaɪ.bən
abreiben	'ʔa.bʀaɪ.bən
abreibend	'ʔa.bʀaɪ.bɛnt
Abreibung	'ʔa.bʀaɪ.bʊŋ
abreise	'ʔa.bʀaɪ.zə
abreise	'ʔa.bʀaɪ.zə
abreisen	'ʔa.bʀaɪ.zən
abreisen	'ʔa.bʀaɪ.zən
abreisend	'ʔa.bʀaɪ.zɛnt
abreißen	'ʔa.bʀaɪ.sən
abreißend	'ʔa.bʀaɪ.sɛnt
Abreißzettel	'ʔa.bʀaɪs.ʦɛ.təl
abrichten	'ʔa.bʀɪç.tən
Abrieb	'ʔa.bʀiːp
abriegelnd	'ʔa.bʀiː.gɛlnt
Abriss	'ʔa.bʀɪs
Abriss eines Buches	'ʔa.bʀɪs  .aɪ.nɛs .buː.xeːs
Abriß	'ʔa.bʀiːs
Abrißkante	'ʔa.bʀiːs.kan.tə
Abrißkarte	'ʔa.bʀiːs.kaɐ.tə
abrollen	'ʔa.bʀɔ.lən
abrollend	'ʔa.bʀɔ.lɛnt
Abroller	'ʔa.bʀɔ.lɐ
Abruf	'ʔa.bʀuːf
abrufen	'ʔa.bʀuː.fən
Abruftaste	'ʔa.bʀuːf.ta.ʃtə
Abrufzyklus eines Befehls	'ʔa.bʀuːf.ʦʏ.klʊs .aɪ.nɛs .bə.feːls
abrunden	'ʔa.bʀʊn.dən
Abrundung	'ʔa.bʀʊn.dʊŋ
abruptere	'ʔa.bʀuːp.tə.ʀə
abrupteste	'ʔa.bʀuːp.tə.ʃtə
abrutschen	'ʔa.bʀuːt.ʃən
abrutschend	'ʔa.bʀuːt.ʃɛnt
abrücken	'ʔa.bʀʏ.kən
abrückend	'ʔa.bʀʏ.kɛnt
abrüsten	'ʔa.bʀʏ.ʃtən
abrüstend	'ʔa.bʀʏ.ʃtɛnt
Abrüstung	'ʔa.bʀʏ.ʃtʊŋ
Abrüstungskonferenz	'ʔa.bʀʏ.ʃtʊnks.koːn.fə.ʀɛnʦ
absacken	'ʔaːp.za.kən
Absage	'ʔaːp.zaː.gə
absagen	'ʔaːp.zaː.gən
absagend	'ʔaːp.zaː.gɛnt
absahnen	'ʔaːp.zaː.nən
absahnend	'ʔaːp.zaː.nɛnt
absatteln	'ʔaːp.za.tɛln
absattelnd	'ʔaːp.za.tɛlnt
Absatz	'ʔaːp.zaːʦ
Absatz Buchdruck	'ʔaːp.zaʦ  .buːx.dʀʊk
Absatz Gelände	'ʔaːp.zaʦ  .gə.lən.də
Absatz Wirtschaft	'ʔaːp.zaʦ  .vɪɐt.ʃaft
absatzfähig	'ʔaːp.zaːʦ.fə.hɪç
Absatzförderung	'ʔaːp.zaːʦ.fœɐ.də.ʀʊŋ
Absatzgebiet	'ʔaːp.zaːʦ.gə.biːt
Absatzgebiet	'ʔaːp.zaːʦ.gə.biːt
Absatzgebiete	'ʔaːp.zaːʦ.gə.biː.tə
Absatzkrise	'ʔaːp.zaːʦ.kʀiː.zə
Absatzkrisen	'ʔaːp.zaːʦ.kʀiː.zən
Absatzlage	'ʔaːp.zaːʦ.laː.gə
Absatzmagnet	'ʔaːp.zaːʦ.ma.gneːt
Absatzmöglichkeit	'ʔaːp.zaːʦ.mœ.glɪç.kaɪt
Absatzstockung	'ʔaːp.zaːʦ.ʃtɔ.kʊŋ
Absatzwesen	'ʔaːp.zaːt.ʦvə.zən
absaugen	'ʔaːp.zaʊ.gən
absaugend	'ʔaːp.zaʊ.gɛnt
abschaffbar	'ʔaːp.ʃaff.baːɐ
abschaffen	'ʔaːp.ʃaːf.fən
abschaffend	'ʔaːp.ʃaːf.fɛnt
Abschaffung	'ʔaːp.ʃaːf.fʊŋ
Abschaffungen	'ʔaːp.ʃaːf.fʊŋ.gən
Abschaltautomatik	'ʔaːp.ʃal.taʊ.toː.maː.tiːk
abschalten	'ʔaːp.ʃal.tən
abschaltend	'ʔaːp.ʃal.tɛnt
Abschaltung	'ʔaːp.ʃal.tʊŋ
Abschaltverzögerung	'ʔaːp.ʃalt.fɐ.ʦøː.gə.ʀʊŋ
Abschaltzeit	'ʔaːp.ʃalt.ʦaɪt
Abschaum	'ʔaːp.ʃaʊm
Abscheu	'ʔaːp.ʃɔɪ
abscheuend	'ʔaːp.ʃɔɪ.ɛnt
abscheulich	'ʔaːp.ʃɔɪ.lɪç
abscheuliche	'ʔaːp.ʃɔɪ.lɪ.çə
abscheulichere	'ʔaːp.ʃɔɪ.lɪ.çə.ʀə
Abscheulichkeit	'ʔaːp.ʃɔɪ.lɪç.kaɪt
Abscheulichkeiten	'ʔaːp.ʃɔɪ.lɪç.kaɪ.tən
abscheulichste	'ʔaːp.ʃɔɪ.lɪç.ʃtə
abschicken	'ʔaːp.ʃɪ.kən
abschickend	'ʔaːp.ʃɪ.kɛnt
abschieben	'ʔaːp.ʃiː.bən
abschiebend	'ʔaːp.ʃiː.bɛnt
Abschied	'ʔaːp.ʃiːt
Abschied nehmen	'ʔaːp.ʃiːt .neː.mən
Abschiede	'ʔaːp.ʃiː.də
Abschiedsbrief	'ʔaːp.ʃiːt.sbʀiːf
Abschiedsfeier	'ʔaːp.ʃiːt.sfaɪ.ɐ
Abschiedsfeiern	'ʔaːp.ʃiːt.sfaɪ.ɐn
Abschiedsgesuch	'ʔaːp.ʃiːt.sgə.zuːx
Abschiedskuss	'ʔaːp.ʃiːt.skʊs
Abschiedsrede	'ʔaːp.ʃiːt.sʀə.də
Abschiedsreden	'ʔaːp.ʃiːt.sʀə.dən
Abschiedsredner	'ʔaːp.ʃiːt.sʀə.dnɐ
Abschiedsschmerz	'ʔaːp.ʃiːt.sʃmɛɐʦ
abschießen	'ʔaːp.ʃiː.sən
abschirmen	'ʔaːp.ʃiːɐ.mən
Abschirmung	'ʔaːp.ʃiːɐ.mʊŋ
abschlachten	'ʔaːp.ʃlaːx.tən
abschlachtend	'ʔaːp.ʃlaːx.tɛnt
Abschlag	'ʔaːp.ʃlaːk
abschlagen	'ʔaːp.ʃlaː.gən
abschlagend	'ʔaːp.ʃlaː.gɛnt
Abschlagszahlung	'ʔaːp.ʃlaːk.sʦaː.lʊŋ
Abschlagzahlung	'ʔaːp.ʃlaːk.ʦaː.lʊŋ
abschleifen	'ʔaːp.ʃlaɪ.fən
abschleifend	'ʔaːp.ʃlaɪ.fɛnt
Abschleppdienst	'ʔaːp.ʃlɛp.diːnst
Abschleppdienste	'ʔaːp.ʃlɛp.diːn.ʃtə
abschleppen	'ʔaːp.ʃlɛ.pən
abschleppend	'ʔaːp.ʃlɛ.pɛnt
Abschleppseil	'ʔaːp.ʃlɛp.zaɪl
Abschleppseile	'ʔaːp.ʃlɛp.zaɪ.lə
Abschleppwagen	'ʔaːp.ʃlɛp.vaː.gən
abschließen	'ʔaːp.ʃliː.sən
abschließend	'ʔaːp.ʃliː.sɛnt
Abschluss	'ʔaːp.ʃlʊs
Abschluss	'ʔaːp.ʃlʊs
Abschlussbuchungen	'ʔaːp.ʃlʊ.sbuː.xʊŋ.gən
Abschlussgebühr	'ʔaːp.ʃlʊ.sgə.byːɐ
Abschlusskosten	'ʔaːp.ʃlʊ.skɔ.ʃtən
Abschlussprogramm	'ʔaːp.ʃlʊ.spʀɔ.gʀam
Abschlussprovision	'ʔaːp.ʃlʊ.spʀoː.fiː.ziː.oːn
Abschlussprüfer	'ʔaːp.ʃlʊ.spʀyː.fɐ
Abschlussprüfung	'ʔaːp.ʃlʊ.spʀʏ.fʊŋ
Abschlussprüfungen	'ʔaːp.ʃlʊ.spʀʏ.fʊŋ.gən
Abschlusszyklus	'ʔaːp.ʃlʊ.sʦʏ.kluːs
Abschlüsse	'ʔaːp.ʃlʏ.sə
Abschmatzen	'ʔaːp.ʃmaːt.ʦən
Abschmelzdauer	'ʔaːp.ʃmɛlʦ.daʊ.ɐ
abschmelzen	'ʔaːp.ʃməl.ʦən
abschmieren	ʔaːp.'ʃmiː.ʀən
abschmierend	ʔaːp.'ʃmiː.ʀɛnt
